"report","report_sourcelink","tox_monograph","tox_monograph_sourcelink","specification","specification_sourcelink","synonyms","cas_number","functional_class","evaluation_year","chemical_names","jecfa_number","coe_number","fema_number","jecfa_name","url","fas"
"TRS 913-JECFA 59/112","http://apps.who.int/iris/bitstream/10665/42601/1/WHO_TRS_913.pdf","FAS 48-JECFA 57/333 (2001)","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 11/FNP 52 Add.11/103 (2003)","http://www.fao.org/ag/agn/jecfa-additives/search.html","MONOSTEARIN; alpha-MONOSTEARIN; 1-GLYCERYL MONOOCTADECANOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2002","2,3-DIHYDROXYPROPYL OCTADECANOATE","918",NA,"2527","GLYCEROL MONOSTEARATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2526","48"
"TRS 913-JECFA 59/112","http://apps.who.int/iris/bitstream/10665/42601/1/WHO_TRS_913.pdf","FAS 48-JECFA 57/333 (2001)","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 10/FNP 52 Add.10/46","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,NA,"Flavouring AgentFLAVOURING_AGENT","2002","2,3-DIHYDROXYPROPYL 3-OXOHEXADECANOATE","917",NA,"3769","3-OXOHEXADECANOIC ACID GLYCERIDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2527","48"
"NMRS 53/TRS 539-JECFA 17/20","http://apps.who.int/iris/bitstream/10665/41072/1/WHO_TRS_539.pdf","FAS 5/NMRS 53A-JECFA 17/254","http://www.inchem.org/documents/jecfa/jecmono/v05je47.htm","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/203 (METALS LIMITS) (2000). R; FAO JECFA Monographs 1 vol.3/93","http://www.fao.org/ag/agn/jecfa-additives/search.html","POLYSORBATE 65","9005-71-4","Food AdditivesEMULSIFIER","1973","MIXTURE OF THE PARTIAL ESTERS OF SORBITOL AND ITS MONO- AND DIANHYDRIDES WITH EDIBLE COMMERCIAL STEARIC ACID AND CONDENSED WITH APPROXIMATELY 20 MOLES OF ETHYLENE OXIDE PER MOLE OF SORBITOL AND ITS ANHYDRIDES",NA,NA,NA,"POLYSORBATE 65","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2528","5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-HEXENYL-2-METHYLPROPIONATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2529",NA
"TRS 683-JECFA 26/25,47","http://apps.who.int/iris/bitstream/10665/41546/1/WHO_TRS_683.pdf","FAS 17-JECFA 26/151","http://www.inchem.org/documents/jecfa/jecmono/v17je22.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Orthophosphoric acid","7664-38-2","Food AdditivesACIDANTIOXIDANT_SYNERGISTSEQUESTRANTSYNERGIST","1982","Phosphoric acid; Orthophosphoric acid",NA,NA,NA,"PHOSPHORIC ACID","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2530","17"
"TRS 925-JECFA 62/25","http://apps.who.int/iris/bitstream/10665/43039/1/WHO_TRS_925.pdf","FAS 43-JECFA 52/15 (1999)","http://www.inchem.org/documents/jecfa/jecmono/v43jec04.htm",NA,NA,"PHOXIM BAYTHION; BAY 5621; BAY 77488; SEBACIL; VOLATON; SRA 7502",NA,"Veterinary DrugINSECTICIDE","2004","DIETHYL O-(alpha-CYANOBENZYLIDENEAMINO)THIOPHOSPHATE (IUPAC); 4-ETHOXY-7-PHENYL-3,5-DIOXA-6-AZA-4-PHOSPHAOCT-6-ENE-8-NITRILE 4-SULFIDE; PHENYLGLYOXYLONITRILE OXIME O,O-DIETHYL PHOSPHOROTHIONATE (CAS)",NA,NA,NA,"PHOXIM","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2531","43"
"TRS 884-JECFA 49/42","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/231","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/138 (2000)","http://www.fao.org/ag/agn/jecfa-additives/search.html","DODECA-1,6-LACTONE",NA,"Flavouring AgentFLAVOURING_AGENT","1997","6-DODECANOLIDE; 7-HEXYL-2-OXOOXACYCLOHEPTANE","242",NA,"3610","epsilon-DODECALACTONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2532","40"
"TRS 884-JECFA 49/42","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/231","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 6/FNP 52 Add.6/172 (1998)","http://www.fao.org/ag/agn/jecfa-additives/search.html","PENTA-1,4-LACTONE",NA,"Flavouring AgentFLAVOURING_AGENT","1997","4-PENTANOLIDE; 5-METHYLDIHYDRO-2(3H)-FURANONE","220","757","3103","gamma-VALEROLACTONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2533","40"
"TRS 911-JECFA 58/26","http://apps.who.int/iris/bitstream/10665/42560/1/WHO_TRS_911.pdf","FAS 39-JECFA 48/39 (1997)","http://www.inchem.org/documents/jecfa/jecmono/v39je05.htm",NA,NA,NA,"58-92-1","Veterinary DrugANTIMICROBIAL_AGENT","2002","O-2-DEOXY-(METHYLAMINO)-alpha-L-GLUCOPYRANOSYL-(1–>2)-O-5-DEOXY-3C-FORMYL-alpha-L-LYXOFURANOSYL-(1–>4)-N,N'-bis(AMINOIMINOMETHYL)-D-STREPTAMINE",NA,NA,NA,"STREPTOMYCIN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2534","39"
"TRS 893-JECFA 52/85","http://apps.who.int/iris/bitstream/10665/42251/1/WHO_TRS_893.pdf","FAS 41-JECFA 50/149 (1998)","http://www.inchem.org/documents/jecfa/jecmono/v041je12.htm",NA,NA,"STRESNIL; SUICALM","1649-18-9","Veterinary DrugTRANQUILLIZING_AGENT","2000","1-(4-FLUOROPHENYL)-4-[4(2-PYRIDINYL)-1-PIPERAZINYL]-1-BUTANONE",NA,NA,NA,"STRESNIL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2535","41"
"TRS 909-JECFA 57/61","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/117","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/134","http://www.fao.org/ag/agn/jecfa-additives/search.html","1-PHENYLETHYL ISOBUTYRATE; METHYL PHENYL CARBINYL ISOBUTYRATE; STRYALLYL ISOBUTYRATE; alpha-PHENETHYL-2-METHYLPROPANOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","1-PHENYLETHYL 2-METHYLPROPANOATE","804","2088","2687","STRYALLYL ISOBUTYRATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2536","48"
"TRS 896-JECFA 53/32","http://apps.who.int/iris/bitstream/10665/42378/1/WHO_TRS_896.pdf","FAS 44-JECFA 53/125","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 10/FNP 52 Add.10/40 (2002)","http://www.fao.org/ag/agn/jecfa-additives/search.html","ACETYLLACTIC ACID THIOMETHYL ESTER",NA,"Flavouring AgentFLAVOURING_AGENT","1999","S-METHYL 2-(ACETYLOXY)PROPANETHIOATE","492",NA,"3788","ACETYLLACTIC ACID THIOMETHYL ESTER","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2537","44"
"TRS 909-JECFA 57/61","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/117","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/134","http://www.fao.org/ag/agn/jecfa-additives/search.html","p-METHYLACETOPHENONE; p-ACETYL TOLUENE; METHYL p-TOLYL KETONE; 1-ACETYL-4-METHYLBENZENE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","1-(4-METHYLPHENYL)ETHANONE","807","156","2677","1-ACETYL-4-METHYLBENZENE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2538","48"
"TRS 891-JECFA 51/103","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/353","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 6/FNP 52 Add.6/184","http://www.fao.org/ag/agn/jecfa-additives/search.html","DIMETHYLKETOL; ACETYL METHYL CARBINOL",NA,"Flavouring AgentFLAVOURING_AGENT","1998","3-HYDROXY-2-BUTANONE","405","749","2008","ACETYL METHYL CARBINOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2539","42"
"TRS 909-JECFA 57/51","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/135","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/154","http://www.fao.org/ag/agn/jecfa-additives/search.html","2-ACETYL-3-METHYL-1,4-DIAZINE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","2-ACETYL-3-METHYLPYRAZINE","950","11296",NA,"2-ACETYL-3-METHYL-1,4-DIAZINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2540","48"
"TRS 909-JECFA 57/61","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/117","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/134","http://www.fao.org/ag/agn/jecfa-additives/search.html","beta-ACETYLNAPHTHALENE; METHYL 2-NAPHTHYL KETONE; CETONE D; ORANGER CRYSTALS",NA,"Flavouring AgentFLAVOURING_AGENT","2001","1-(2-NAPHTHYL)ETHANONE","811","147","2723","2-ACETYL NAPHTHALENE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2541","48"
"TRS 909-JECFA 57/61","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/117","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/134","http://www.fao.org/ag/agn/jecfa-additives/search.html","beta-ACETYLNAPHTHALENE; METHYL 2-NAPHTHYL KETONE; CETONE D; ORANGER CRYSTALS",NA,"Flavouring AgentFLAVOURING_AGENT","2001","1-(2-NAPHTHYL)ETHANONE","811","147","2723","beta-ACETYLNAPHTHALENE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2542","48"
"TRS 789-JECFA 35/15","http://apps.who.int/iris/bitstream/10665/37651/1/WHO_TRS_789.pdf","NOT PREPARED","/food-additives-contaminants-jecfa-database/Document/Index/3583","NOT PREPARED","http://www.fao.org/ag/agn/jecfa-additives/search.html","Aspergillus niger protease",NA,"Food AdditivesENZYME_PREPARATION","1989",NA,NA,NA,NA,"ASPERGILLUS NIGER PROTEASE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2543",""
"TRS 683-JECFA 26/26","http://apps.who.int/iris/bitstream/10665/41546/1/WHO_TRS_683.pdf","FAS 17-JECFA 26/13","http://www.inchem.org/documents/jecfa/jecmono/v17je02.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ","Ammonium bicarbonate","1066-33-7","Food AdditivesRAISING_AGENT","1982","Ammonium hydrogen carbonate",NA,NA,NA,"AMMONIUM BICARBONATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2544","17"
"TRS 710-JECFA 28/27","http://apps.who.int/iris/bitstream/10665/39164/1/WHO_TRS_710.pdf","NOT PREPARED","/food-additives-contaminants-jecfa-database/Document/Index/3236","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Ammonium caprate; Ammonium caprylate; Ammonium laurate; Ammonium oleate",NA,"Food AdditivesEMULSIFIER","1984",NA,NA,NA,NA,"AMMONIUM CAPRATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2545",""
"TRS 710-JECFA 28/27","http://apps.who.int/iris/bitstream/10665/39164/1/WHO_TRS_710.pdf","NOT PREPARED","/food-additives-contaminants-jecfa-database/Document/Index/3236","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Ammonium caprate; Ammonium caprylate; Ammonium laurate; Ammonium oleate",NA,"Food AdditivesEMULSIFIER","1984",NA,NA,NA,NA,"AMMONIUM CAPRYLATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2546",""
"TRS 617-JECFA 21/22","http://apps.who.int/iris/bitstream/10665/41293/1/WHO_TRS_617.pdf","NOT PREPARED","/food-additives-contaminants-jecfa-database/Document/Index/3060","WITHDRAWN (1984)","http://www.fao.org/ag/agn/jecfa-additives/search.html","C.I. Pigment Blue 29; C.I. Pigment Green 24; C.I. Pigment Violet 15; Ultramarine Red","1317-97-1","Food AdditivesCOLOUR","1977","A polysulfide of sodium (or potassium, lithium or silver) alumino-silicate of unknown constitution",NA,NA,NA,"CI PIGMENT BLUE 29","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2547",""
"TRS 617-JECFA 21/22","http://apps.who.int/iris/bitstream/10665/41293/1/WHO_TRS_617.pdf","NOT PREPARED","/food-additives-contaminants-jecfa-database/Document/Index/3060","WITHDRAWN (1984)","http://www.fao.org/ag/agn/jecfa-additives/search.html","C.I. Pigment Blue 29; C.I. Pigment Green 24; C.I. Pigment Violet 15; Ultramarine Red","1317-97-1","Food AdditivesCOLOUR","1977","A polysulfide of sodium (or potassium, lithium or silver) alumino-silicate of unknown constitution",NA,NA,NA,"CI PIGMENT GREEN 24","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2548",""
"TRS 884-JECFA 49/52","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/297","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 5/FNP 52 Add.5/222","http://www.fao.org/ag/agn/jecfa-additives/search.html","BUTYL CAPROATE",NA,"Flavouring AgentFLAVOURING_AGENT","1997","BUTYL HEXANOATE","162","313","2201","BUTYL CAPROATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2549","40"
"TRS 901-JECFA 55/22","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/79","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/166","http://www.fao.org/ag/agn/jecfa-additives/search.html","2-BENZYLIDENEHEXANAL; BUTYLCINNAMIC ALDEHYDE; alpha-BUTYL-beta-PHENYLACROLEIN",NA,"Flavouring AgentFLAVOURING_AGENT","2000","alpha-BUTYLCINNAMALDEHYDE","684","127","2191","BUTYLCINNAMIC ALDEHYDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2550","46"
"TRS 648-JECFA 23/15","http://apps.who.int/iris/bitstream/10665/41403/1/WHO_TRS_648.pdf","FAS 14-JECFA 23/8","http://www.inchem.org/documents/jecfa/jecmono/v14je03.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ","1,3-Butylene glycol; beta-Butylene glycol","107-88-0","Food AdditivesCARRIER_SOLVENT","1979","Butan-1,3-diol",NA,NA,NA,"1,3-BUTYLENE GLYCOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2551","14"
"TRS 928-JECFA 63/16","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/3","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","alpha-Schardinger dextrin; alpha-Dextrin; Cyclohexaamylose; Cyclomaltohexaose; alpha-Cycloamylase",NA,"Food AdditivesADJUVANTCARRIERSTABILIZERTHICKENER","2001","Cyclohexaamylose",NA,NA,NA,"alpha-DEXTRIN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2552","54"
""">TRS 1014-JECFA 86/65","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=77","FAO JECFA Monographs 22/53","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=64",""">FAO JECFA Monographs 19/132","http://www.fao.org/3/a-i6413e.pdf#page=143","White and yellow dextrins","9004-53-9","Food AdditivesSTABILIZERTHICKENER","2018","Dextrins",NA,NA,NA,"DEXTRINS, WHITE and YELLOW, ROASTED STARCH","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2553",""
""">TRS 1014-JECFA 86/78","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=88","FAS 77 JECFA 86/361","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","d-CARVONE; DEXTRO-CARVONE",NA,"Flavouring AgentFLAVOURING_AGENT","2018","p-MENTHA-6,8-DIEN-2-ONE","380a; 380.1","146","2249","DEXTRO-CARVONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2554","77 JECFA 86"
"TRS 911-JECFA 58/35","http://apps.who.int/iris/bitstream/10665/42560/1/WHO_TRS_911.pdf","FAS 43-JECFA 52/7 (1999)","http://www.inchem.org/documents/jecfa/jecmono/v43jec03.htm",NA,NA,"DEXTROSULPHENIDOL; THIOPHENICOL","15318-45-3","Veterinary DrugANTIMICROBIAL_AGENT","2002","D-d-THREO-2-DICHLOROACETAMIDO-1-(4-METHYLSULFONYLPHENYL)-1,3-PROPANEDIOL; 
D(+)-THREO-1-(4'-METHYLSULPHONYLPHENYL)-2-DICHLOROACETAMIDE PROPANE-1,3-DIOL;
D-THREO-2,2-DICHLORO-N-beta-HYDROXY-a-(HYDROXYMETHYL)-p-(METHYLSULPHONYL)-
PHENYL ACETAMIDE",NA,NA,NA,"DEXTROSULPHENIDOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2555","43"
"FNS 1/TRS 599-JECFA 20/13","http://apps.who.int/iris/bitstream/10665/41217/1/WHO_TRS_599.pdf","FAS 10-JECFA 20/55","http://www.inchem.org/documents/jecfa/jecmono/v10je06.htm","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/67 (METALS LIMITS) (2004). R; FAO JECFA Monographs 1 vol.2/113","http://www.fao.org/ag/agn/jecfa-additives/search.html","DIACETIN","25395-31-7","Food AdditivesCARRIER_SOLVENT","1976","GLYCEROL DIACETATE; 1,2,3-PROPANETRIOL DIACETATE",NA,NA,NA,"DIACETIN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2556","10"
"TRS 913-JECFA 59/53","http://apps.who.int/iris/bitstream/10665/42601/1/WHO_TRS_913.pdf","FAS 50-JECFA 59/215","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 10/FNP 52 Add.10/58","http://www.fao.org/ag/agn/jecfa-additives/search.html","beta, gamma-HEXENYL alpha-TOLUATE; 3-HEXENYL alpha-TOLUATE",NA,"Flavouring AgentFLAVOURING_AGENT","2002","3-HEXENYL PHENYLACETATE","1016","10682","3633","beta, gamma-HEXENYL alpha-TOLUATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2557","50"
"NMRS 54/TRS 557-JECFA 18/17","http://apps.who.int/iris/bitstream/10665/41117/1/WHO_TRS_557.pdf","FAS 6/NMRS 54A-JECFA 18/93","http://www.inchem.org/documents/jecfa/jecmono/v06je21.htm","WITHDRAWN (1984)","http://www.fao.org/ag/agn/jecfa-additives/search.html","C.I. Vat Blue 4; Indanthrene Blue RSA; EEC Serial No. E130","81-77-6","Food AdditivesCOLOUR","1974","N,N-Dihydro-1,1,1',2'-anthraquinone-azine",NA,NA,NA,"INDANTHRENE BLUE RS","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2558","6"
"NMRS 53/TRS 539-JECFA 17/37","http://apps.who.int/iris/bitstream/10665/41072/1/WHO_TRS_539.pdf","FAS 5/NMRS 53A-JECFA 17/379","http://www.inchem.org/documents/jecfa/jecmono/v05je79.htm","COMPENDIUM ADDENDUM 5/FNP 52 Add.5/5 (1997); FAO JECFA Monographs 1 vol.1/21","http://www.fao.org/ag/agn/jecfa-additives/search.html","AGAR-AGAR; JAPAN AGAR; BENGAL, CEYLON, CHINESE OR JAPANESE ISINGLASS; LAYOR CARANG; GELOSE","9002-18-0","Food AdditivesEMULSIFIERSTABILIZERTHICKENER","1973","AGAR",NA,NA,NA,"ISINGLASS, BENGAL, CEYLON, CHINESE OR JAPANESE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2559","5"
"TRS 868-JECFA 46/23","http://apps.who.int/iris/bitstream/10665/41962/1/WHO_TRS_868.pdf","See TRS 868-JECFA 46/68","http://apps.who.int/iris/bitstream/10665/41962/1/WHO_TRS_868.pdf","COMPENDIUM ADDENDUM 4/FNP 52 Add.4/181","http://www.fao.org/ag/agn/jecfa-additives/search.html","ISOAMYL CAPROATE",NA,"Flavouring AgentFLAVOURING_AGENT","1996","3-METHYLBUTYL HEXANOATE","46","320","2075","ISOAMYL CAPROATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2560",""
"TRS 868-JECFA 46/23","http://apps.who.int/iris/bitstream/10665/41962/1/WHO_TRS_868.pdf","See TRS 868-JECFA 46/68","http://apps.who.int/iris/bitstream/10665/41962/1/WHO_TRS_868.pdf","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/128 (2000)","http://www.fao.org/ag/agn/jecfa-additives/search.html","ISOAMYL CAPRYLATE",NA,"Flavouring AgentFLAVOURING_AGENT","1996","3-METHYLBUTYL OCTANOATE","47","401","2080","ISOAMYL CAPRYLATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2561",""
"TRS 884-JECFA 49/29","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/147","http://www.inchem.org/documents/jecfa/jecmono/v040je10.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ","n-Propanol; n-Propyl alcohol; NPA; Propan-1-ol; 1-Hydroxypropane","71-23-8","Flavouring AgentFLAVOURING_AGENTFood AdditivesCARRIER_SOLVENTEXTRACTION_SOLVENT","1997","1-Propanol","82","50","2928","PROPYL ALCOHOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2562","40"
"TRS 913-JECFA 59/95","http://apps.who.int/iris/bitstream/10665/42601/1/WHO_TRS_913.pdf","FAS 50-JECFA 59/331","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 10/FNP 52 Add.10/72","http://www.fao.org/ag/agn/jecfa-additives/search.html","DECENYLCYCLOPENTANONE",NA,"Flavouring AgentFLAVOURING_AGENT","2002","2-(3,7-DIMETHYL-2,6-OCTADIENYL)CYCLOPENTANONE","1117",NA,"3829","2-(3,7-DIMETHYL-2,6-OCTADIENYL)CYCLOPENTANONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2563","50"
"TRS 884-JECFA 49/52","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/267","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/136 (2000)","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,"28959-02-6","Flavouring AgentFLAVOURING_AGENT","1997","ETHYL-2-METHYL PENTANOATE","214","10616","3488","ETHYL 2-METHYLPENTANOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2564","40"
"TRS 884-JECFA 49/52","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/297","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 5/FNP 52 Add.5/218","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,NA,"Flavouring AgentFLAVOURING_AGENT","1997","OCTYL FORMATE","122","342","2809","OCTYL FORMATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2565","40"
"TRS 884-JECFA 49/52","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/297","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/134 (2000)","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,NA,"Flavouring AgentFLAVOURING_AGENT","1997","HEPTYL FORMATE","121","341","2552","HEPTYL FORMATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2566","40"
"TRS 909-JECFA 57/84","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/273","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/146","http://www.fao.org/ag/agn/jecfa-additives/search.html","o-HYDROXYBENZALDEHYDE; SALICYLAL",NA,"Flavouring AgentFLAVOURING_AGENT","2001","2-HYDROXYBENZALDEHYDE","897","605","3004","SALICYLAL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2567","48"
"TRS 789-JECFA 35/26","http://apps.who.int/iris/bitstream/10665/37651/1/WHO_TRS_789.pdf","FAS 26-JECFA 35/127","http://www.inchem.org/documents/jecfa/jecmono/v26je09.htm","WITHDRAWN (2000)","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,"79-46-9","Food AdditivesEXTRACTION_SOLVENT","1989","2-Nitropropane",NA,NA,NA,"2-NITROPROPANE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2568","26"
"TRS 733-JECFA 29/18","http://apps.who.int/iris/bitstream/10665/37285/1/WHO_TRS_733.pdf","NOT PREPARED","http://www.inchem.org/documents/jecfa/jecmono/v20je04.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Xylose isomerase",NA,"Food AdditivesENZYME_PREPARATION","1985","d-Xylose ketol-isomerase (EC 5.3.1.5)",NA,NA,NA,"GLUCOSE ISOMERASE from BACILLUS COAGULANS (non-immobilized)","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2569",""
"TRS 901-JECFA 55/44","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/165","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/170","http://www.fao.org/ag/agn/jecfa-additives/search.html","p-CYMENE-2-OL; CYMENPHENOL; 2-HYDROXY-p-CYMENE; ISOPROPYL-o-CRESOL; ISOTHYMOL","499-75-2","Flavouring AgentFLAVOURING_AGENT","2000","2-METHYL-5-(1-METHYLETHYL)PHENOL","710","2055","2245","CARVACROL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/2570","46"
