"report","report_sourcelink","tox_monograph","tox_monograph_sourcelink","specification","specification_sourcelink","synonyms","cas_number","functional_class","evaluation_year","chemical_names","jecfa_number","coe_number","fema_number","jecfa_name","url","fas"
"TRS 683-JECFA 26/25","http://apps.who.int/iris/bitstream/10665/41546/1/WHO_TRS_683.pdf","FAS 17-JECFA 26/151","http://www.inchem.org/documents/jecfa/jecmono/v17je22.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Monobasic calcium phosphate; Monocalcium phosphate; Monocalcium orthophosphate; Calcium biphosphate; Acid calcium phosphate","7758-23-8","Food AdditivesACIDITY_REGULATORFIRMING_AGENTFLOUR_TREATMENT_AGENTLEAVENING_AGENTNUTRIENT_SUPPLEMENTRAISING_AGENTSEQUESTRANTTEXTURIZERTHICKENERYEAST_FOOD","1982","Calcium dihydrogen phosphate",NA,NA,NA,"MONOBASIC CALCIUM PHOSPHATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/37","17"
"TRS 884-JECFA 49/52","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/297","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/134 (2000)","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,NA,"Flavouring AgentFLAVOURING_AGENT","1997","OCTYL n-BUTYRATE","155","272","2807","OCTYL BUTYRATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/38","40"
"TRS 925-JECFA 62/10,70","http://apps.who.int/iris/bitstream/10665/43039/1/WHO_TRS_925.pdf","FAS 53-JECFA 62/85","http://whqlibdoc.who.int/publications/2004/9241660538_cyhalothrin.pdf",NA,NA,"PT-563; COOPERTRIX™; GRENADE®",NA,"Veterinary DrugINSECTICIDE","2004","(RS)-alpha-CYANO-3-PHENOXYBENZYL (Z)-(1RS,3RS)-2-(CHLORO-3,3,3-TRIFLUOROPROPENYL)-2,2-DIMETHYLCYCLOPROPANECARBOXYLATE",NA,NA,NA,"GRENADE®","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/39","53"
"TRS 733-JECFA 29/25","http://apps.who.int/iris/bitstream/10665/37285/1/WHO_TRS_733.pdf","NOT PREPARED","/food-additives-contaminants-jecfa-database/Document/Index/1775","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/67 (METALS LIMITS) (2004). R; FAO JECFA Monographs 1 vol.2/55","http://www.fao.org/ag/agn/jecfa-additives/search.html","AMMONIUM IRON (III) CITRATE; AMMONIUM IRON CITRATE; AMMONIUM FERRIC CITRATE; IRON AMMONIUM CITRATE","1185-57-5","Food AdditivesANTICAKING_AGENTNUTRIENT_SUPPLEMENT","1985","AMMONIUM IRON (III) CITRATE; FERRIC AMMONIUM CITRATE",NA,NA,NA,"AMMONIUM FERRIC CITRATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/40",""
"TRS 896-JECFA 53/32","http://apps.who.int/iris/bitstream/10665/42378/1/WHO_TRS_896.pdf","FAS 44-JECFA 53/125","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 10/FNP 52 Add.10/40 (2002)","http://www.fao.org/ag/agn/jecfa-additives/search.html","1,6-DIMERCAPTOHEXANE; HEXAMETHLYENE DIMERCAPTAN",NA,"Flavouring AgentFLAVOURING_AGENT","1999","1,6-HEXANEDITHIOL","540","11486","3495","1,6-DIMERCAPTOHEXANE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/41","44"
"TRS 896-JECFA 53/32","http://apps.who.int/iris/bitstream/10665/42378/1/WHO_TRS_896.pdf","FAS 44-JECFA 53/125","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 10/FNP 52 Add.10/40 (2002)","http://www.fao.org/ag/agn/jecfa-additives/search.html","1,9-DIMERCAPTONONANE; NONAMETHYLENE DIMERCAPTAN",NA,"Flavouring AgentFLAVOURING_AGENT","1999","1,9-NONANEDITHIOL","542","11558","3513","1,9-DIMERCAPTONONANE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/42","44"
"TRS 896-JECFA 53/32","http://apps.who.int/iris/bitstream/10665/42378/1/WHO_TRS_896.pdf","FAS 44-JECFA 53/125","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 7/FNP 52 Add.7/120","http://www.fao.org/ag/agn/jecfa-additives/search.html","1,8-DIMERCAPTOOCTANE; OCTAMETHYLENE DIMERCAPTAN",NA,"Flavouring AgentFLAVOURING_AGENT","1999","1,8-OCTANEDITHIOL","541","2331","3514","1,8-DIMERCAPTOOCTANE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/43","44"
"TRS 1051-JECFA 97/23","https://iris.who.int/bitstream/handle/10665/376462/9789240090026-eng.pdf?sequence=1","FAS 44-JECFA 53/229","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 10/FNP 52 Add.10/42 (2002)","http://www.fao.org/ag/agn/jecfa-additives/search.html","ETHYL MALONATE; ETHYL METHANEDICARBOXYLATE; ETHYL PROPANEDIOATE; MALONIC ESTER",NA,"Flavouring AgentFLAVOURING_AGENT","2023","DIETHYL PROPANEDIOATE","614","2106","2375","ETHYL PROPANEDIOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/44","44"
"TRS 896-JECFA 53/67","http://apps.who.int/iris/bitstream/10665/42378/1/WHO_TRS_896.pdf","FAS 44-JECFA 53/229","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/71 (2004)","http://www.fao.org/ag/agn/jecfa-additives/search.html","ETHYL 2-CARBOXYGLUTACONATE; ETHYL 1-PROPENE-1,2,3-TRICARBOXYLATE",NA,"Flavouring AgentFLAVOURING_AGENT","1999","MIXTURE OF MONO- DI- AND TRI-ETHYL PROPENE-1,2,3-TRICARBOXYLATE","628","11845","2417","ETHYL 1-PROPENE-1,2,3-TRICARBOXYLATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/45","44"
"TRS 891-JECFA 51/59","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/235","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 6/FNP 52 Add.6/176","http://www.fao.org/ag/agn/jecfa-additives/search.html","ETHYL PROPYL CARBINOL",NA,"Flavouring AgentFLAVOURING_AGENT","1998","HEXAN-3-OL","282","11775","3351","ETHYL PROPYL CARBINOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/46","42"
"TRS 891-JECFA 51/59","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/235","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 6/FNP 52 Add.6/176","http://www.fao.org/ag/agn/jecfa-additives/search.html","ETHYL PROPYL KETONE",NA,"Flavouring AgentFLAVOURING_AGENT","1998","HEXAN-3-ONE","281","11097","3290","ETHYL PROPYL KETONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/47","42"
"TRS 884-JECFA 49/42","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/231","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/114 (2001)","http://www.fao.org/ag/agn/jecfa-additives/search.html","AMBRETTOLIDE; HEXADEC-6-ENO-1,16-LACTONE",NA,"Flavouring AgentFLAVOURING_AGENT","1997","6-HEXADECENOLIDE; OXACYCLOHEPTADEC-7-EN-2-ONE","240","180","2555","HEXADEC-6-ENO-1,16-LACTONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/48","40"
"TRS 648-JECFA 23/19","http://apps.who.int/iris/bitstream/10665/41403/1/WHO_TRS_648.pdf","NOT PREPARED","/food-additives-contaminants-jecfa-database/Document/Index/1981","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ","Hexahydrobenzene","110-82-7","Food AdditivesEXTRACTION_SOLVENT","1979","Cyclohexane",NA,NA,NA,"HEXAHYDROBENZENE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/49",""
"TRS 884-JECFA 49/42","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/231","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 6/FNP 52 Add.6/172 (1998)","http://www.fao.org/ag/agn/jecfa-additives/search.html","4-HYDROXYHEXANOIC ACID LACTONE; HEXA-1,4-LACTONE",NA,"Flavouring AgentFLAVOURING_AGENT","1997","4-HEXANOLIDE; 5-ETHYLDIHYDRO-2(3H)-FURANONE","223","2254","2254","HEXA-1,4-LACTONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/50","40"
"TRS 909-JECFA 57/61","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/117","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/138","http://www.fao.org/ag/agn/jecfa-additives/search.html","BENZOYL PHENYL CARBINOL; 2-HYDROXY-2-PHEYLACETOPHENONE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","2-HYDROXY-1,2-DIPHENYLETHANONE","836","162","2132","2-HYDROXY-2-PHEYLACETOPHENONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/51","48"
"TRS 884-JECFA 49/29","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/147","http://www.inchem.org/documents/jecfa/jecmono/v040je10.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ","n-Propanol; n-Propyl alcohol; NPA; Propan-1-ol; 1-Hydroxypropane","71-23-8","Flavouring AgentFLAVOURING_AGENTFood AdditivesCARRIER_SOLVENTEXTRACTION_SOLVENT","1997","1-Propanol","82","50","2928","1-HYDROXYPROPANE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/52","40"
"TRS 913-JECFA 59/111","http://apps.who.int/iris/bitstream/10665/42601/1/WHO_TRS_913.pdf","FAS 42-JECFA 51/353 (1998)","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 11/FNP 52 Add.11/98 (2003)","http://www.fao.org/ag/agn/jecfa-additives/search.html","3-ETHYL-2-HYDROXY-2-CYCLOPENTEN-1-ONE; 3-ETHYL-2-CYCLOPENTEN-2-OL-1-ONE",NA,"Flavouring AgentFLAVOURING_AGENT","2002","3-ETHYLCYCLOPENTANE-1,2-DIONE","419","759","3152","ETHYLCYCLOPENTENOLONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/53","42"
"TRS 891-JECFA 51/96","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/335","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 6/FNP 52 Add.6/184","http://www.fao.org/ag/agn/jecfa-additives/search.html","6-METHYL-alpha-IONONE; alpha-IRONE, cis-(2,6)-cis-(2,2)-",NA,"Flavouring AgentFLAVOURING_AGENT","1998","4-(2,5,6,6-TETRAMETHYL-2-CYCLOHEXEN-1-YL)-3-BUTEN-2-ONE","403","145","2597","alpha-IRONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/54","42"
"TRS 913-JECFA 59/102","http://apps.who.int/iris/bitstream/10665/42601/1/WHO_TRS_913.pdf","FAS 50-JECFA 59/371","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 10/FNP 52 Add.10/78","http://www.fao.org/ag/agn/jecfa-additives/search.html","UNDECAN-6-ONE; DIAMYL KETONE; DIPENTYL KETONE",NA,"Flavouring AgentFLAVOURING_AGENT","2002","6-UNDECANONE","1155",NA,"4022","DIPENTYL KETONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/55","50"
""">RS 952-JECFA 69/148","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=161",""">FAS 60-JECFA 69/627","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=634",""">FAO JECFA Monographs 5/135"," ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=133","1,3-DIPROPYLACETONYL 2-METHYL-3-FURYL SULFIDE; 
4-[(2-METHYL-3-FURYL)THIO]-5-NONANONE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","4-((2-METHYL-3-FURYL)THIO)NONAN-5-ONE","1087","11923","3571","1,3-DIPROPYLACETONYL 2-METHYL-3-FURYL SULFIDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/56",""
"TRS 909-JECFA 57/51","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/135","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/130","http://www.fao.org/ag/agn/jecfa-additives/search.html","2-ACETYL-3-ETHYL-1,4-DIAZINE; 3-ETHYL-2-PYRAZINYL METHYL KETONE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","2-ACETYL-3-ETHYLPYRAZINE","785","11293","3250","2-ACETYL-3-ETHYLPYRAZINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/57","48"
"TRS 909-JECFA 57/51","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/135","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/130","http://www.fao.org/ag/agn/jecfa-additives/search.html","ACETYLPYRAZINE; METHYL PYRAZINYL KETONE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","2-ACETYLPYRAZINE","784","2286","3126","2-ACETYLPYRAZINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/58","48"
"TRS 669-JECFA 25/43","http://apps.who.int/iris/bitstream/10665/41524/1/WHO_TRS_669.pdf","FAS 5/NMRS 53A-JECFA 17/143 (1973)","http://www.inchem.org/documents/jecfa/jecmono/v05je20.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Vitamin C","50-81-7","Food AdditivesANTIOXIDANT","1981","Ascorbic acid; L-Ascorbic acid; 3-Keto-L-gulofuranolactone; 2,3-Dehydro-L-threo-hexono-1,4-lactone",NA,NA,NA,"ASCORBIC ACID","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/59","5"
"NMRS 53/TRS 539-JECFA 17/18","http://apps.who.int/iris/bitstream/10665/41072/1/WHO_TRS_539.pdf","FAS 5/NMRS 53A-JECFA 17/146","http://www.inchem.org/documents/jecfa/jecmono/v05je21.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Vitamin C palmitate","137-66-6","Food AdditivesANTIOXIDANT","1973","AAscorbyl palmitate; L-Ascorbyl palmitate; 6-Palmitoyl-3-keto-L-gulofuranolactone; 2,3-Dehydro-L-threo-hexono-1,4-lactone-6-palmitate",NA,NA,NA,"ASCORBYL PALMITATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/60","5"
"NMRS 53/TRS 539-JECFA 17/18","http://apps.who.int/iris/bitstream/10665/41072/1/WHO_TRS_539.pdf","FAS 5/NMRS 53A-JECFA 17/146","http://www.inchem.org/documents/jecfa/jecmono/v05je21.htm","COMPENDIUM ADDENDUM 11/FNP 52 Add. 11/89 (METALS LIMITS) (2003); FAO JECFA Monographs 1 vol.1/119","http://www.fao.org/ag/agn/jecfa-additives/search.html","VITAMIN C STEARATE","25395-66-8","Food AdditivesANTIOXIDANT","1973","ASCORBYL STEARATE; L-ASCORBYL STEARATE; 6-STEAROYL-3-KETO-L-GULOFURANOLACTONE; 2,3-DEHYDRO-L-THREO-HEXONO-1,4-LACTONE-6-STEARATE",NA,NA,NA,"ASCORBYL STEARATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/61","5"
"TRS 1050-JECFA 96/3","https://iris.who.int/bitstream/handle/10665/376279/9789240083059-eng.pdf?sequence=1","FAS 16-JECFA 25/28","http://www.inchem.org/documents/jecfa/jecmono/v16je03.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ","Aspartyl phenylalanine methyl ester","22389-47-0","Food AdditivesSWEETENER","2023","N-L-alpha-Aspartyl-L-phenylalanine-1-methyl ester; 3-Amino-n-(alpha-carbomethoxy-phenethyl)-succinamic acid",NA,NA,NA,"ASPARTAME","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/62","16"
"TRS 925-JECFA 62/25","http://apps.who.int/iris/bitstream/10665/43039/1/WHO_TRS_925.pdf","FAS 43-JECFA 52/15 (1999)","http://www.inchem.org/documents/jecfa/jecmono/v43jec04.htm",NA,NA,"PHOXIM BAYTHION; BAY 5621; BAY 77488; SEBACIL; VOLATON; SRA 7502",NA,"Veterinary DrugINSECTICIDE","2004","DIETHYL O-(alpha-CYANOBENZYLIDENEAMINO)THIOPHOSPHATE (IUPAC); 4-ETHOXY-7-PHENYL-3,5-DIOXA-6-AZA-4-PHOSPHAOCT-6-ENE-8-NITRILE 4-SULFIDE; PHENYLGLYOXYLONITRILE OXIME O,O-DIETHYL PHOSPHOROTHIONATE (CAS)",NA,NA,NA,"BAY 5621","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/63","43"
"TRS 918-JECFA 60/21","http://apps.who.int/iris/bitstream/10665/42712/1/WHO_TRS_918.pdf","FAS 45-JECFA 54/75 (2000)","http://www.inchem.org/documents/jecfa/jecmono/v45je04.htm",NA,NA,"CLIK; A-9568 B; CGA 183893",NA,"Veterinary DrugINSECTICIDE","2003","4,6-DIAMINO-2-(CYCLOPROPYLAMINO)-5-PYRIMIDINECARBONITRILE; 4,6-DIAMINO-2-CYCLOPROPYLAMINOPYRIMIDINE-5-CARBONITRILE",NA,NA,NA,"A-9568 B","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/64","45"
"TRS 1020-JECFA 87/32","https://www.who.int/publications/i/item/9789241210294 ","FAS 78-JECFA 87/89","https://www.who.int/publications/i/item/9789240001312 ","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","beta-Carotene; beta,beta-Carotene; C.I. Food Orange 5; Carotenes",NA,"Food AdditivesCOLOUR","2019",NA,NA,NA,NA,"beta-CAROTENE from BLAKESLEA TRISPORA","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/65","78"
"TRS 891-JECFA 51/59","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/235","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 6/FNP 52 Add.6/176","http://www.fao.org/ag/agn/jecfa-additives/search.html","ETHYL HEXYL KETONE",NA,"Flavouring AgentFLAVOURING_AGENT","1998","NONAN-3-ONE","294","11160","3440","3-NONANONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/66","42"
"TRS 884-JECFA 49/42","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/231","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 6/FNP 52 Add.6/172 (1998)","http://www.fao.org/ag/agn/jecfa-additives/search.html","4-HYDROXYDECANOIC ACID LACTONE; DECA-1,4-LACTONE",NA,"Flavouring AgentFLAVOURING_AGENT","1997","4-DECANOLIDE; 5-HEXYLDIHYDRO-2(3H)-FURANONE","231","2230","2360","DECA-1,4-LACTONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/67","40"
"TRS 884-JECFA 49/42","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/231","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/138 (2000)","http://www.fao.org/ag/agn/jecfa-additives/search.html","DECA-1,5-LACTONE",NA,"Flavouring AgentFLAVOURING_AGENT","1997","5-DECANOLIDE; 6-PENTYLTETRAHYDRO-2-PYRONE","232","621","2361","DECA-1,5-LACTONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/68","40"
"TRS 884-JECFA 49/42","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/231","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/138 (2000)","http://www.fao.org/ag/agn/jecfa-additives/search.html","DECA-1,6-LACTONE",NA,"Flavouring AgentFLAVOURING_AGENT","1997","6-DECANOLIDE; 7-BUTYL-2-OXOOXACYCLOHEPTANE","241",NA,"3613","DECA-1,6-LACTONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/69","40"
"TRS 918-JECFA 60/19","http://apps.who.int/iris/bitstream/10665/42712/1/WHO_TRS_918.pdf","See Pesticide Residues in Food - 2000 evaluations, Part II - Toxicological.  World Health Organization, WHO/PCS/01.3, Geneva, 2001","http://www.inchem.org/documents/jmpr/jmpmono/v00pr04.htm#_00043000",NA,NA,"RU 22974; DECAMETHRIN: BUTOX®",NA,"Veterinary DrugINSECTICIDE","2003","S-CYANO-3-PHENOXYBENZYL-cis-(1R,3R)-3-(2,2-DIBROMOVINYL)-2,2-DIMETHYLCYCLOPROPANE CARBOXYLATE",NA,NA,NA,"DECAMETHRIN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/70",""
"TRS 922-JECFA 61/22","http://apps.who.int/iris/bitstream/10665/42849/1/WHO_TRS_922.pdf","FAS 52-JECFA 61/61","http://apps.who.int/iris/bitstream/10665/43038/1/924166052X.pdf","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","INS No. 472e: Diacetyltartaric acid esters of mono- and diglycerides; datem; 
INS No. 472f: Tartaric, acetic and fatty acid esters of glycerol, mixed; Mixed acetic and tartaric acid esters of mono- and diglycerides of fatty acid
",NA,"Food AdditivesEMULSIFIER","2003",NA,NA,NA,NA,"DIACETYLTARTARIC ACID ESTERS OF MONO- AND DIGLYCERIDES","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/71","52"
"TRS 891-JECFA 51/103","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/353","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 11/FNP 52 Add.11/98 (2003)","http://www.fao.org/ag/agn/jecfa-additives/search.html","ACETYL NONANOYL; ACETYL NONYRYL; ACETYL PELARGONYL",NA,"Flavouring AgentFLAVOURING_AGENT","1998","UNDECA-2,3-DIONE","417","155","3090","ACETYL NONYRYL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/72","42"
"TRS 617-JECFA 21/17","http://apps.who.int/iris/bitstream/10665/41293/1/WHO_TRS_617.pdf","NOT PREPARED","/food-additives-contaminants-jecfa-database/Document/Index/754","NMRS VOL. II-IV/17 (1959)","http://www.fao.org/ag/agn/jecfa-additives/search.html","C.I. Pigment Black 6 and 7; Benzol Black; Gas Black; Carbo Medicinalis","1333-86-4","Food AdditivesCOLOUR","1977","Carbon",NA,NA,NA,"BENZOL BLACK","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/73",""
"TRS 896-JECFA 53/67","http://apps.who.int/iris/bitstream/10665/42378/1/WHO_TRS_896.pdf","FAS 44-JECFA 53/229","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 7/FNP 52 Add.7/126","http://www.fao.org/ag/agn/jecfa-additives/search.html","ACETYLALDEHYDE DIMETHYLACETAL; 3-KETOBUTYRALDEHYDE DIMETHYL ACETAL",NA,"Flavouring AgentFLAVOURING_AGENT","1999","4,4-DIMETHOXY-2-BUTANONE","593","10029","3381","ACETYLALDEHYDE DIMETHYLACETAL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/74","44"
"TRS 1050-JECFA 96/46","https://iris.who.int/bitstream/handle/10665/376279/9789240083059-eng.pdf?sequence=1 ","FAS 48-JECFA 57/117","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/134","http://www.fao.org/ag/agn/jecfa-additives/search.html","4-ACETYLANISOLE; p-ACETYLANISOLE; 4-METHOXYACETOPHENONE; p-METHOXYACETOPHENONE; METHYL 4-METHOXYPHENYL KETONE",NA,"Flavouring AgentFLAVOURING_AGENT","2023","1-(4-METHOXYPHENYL)ETHANONE","810","570","2005","4-ACETYLANISOLE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/75","48"
"TRS 1050-JECFA 96/46","https://iris.who.int/bitstream/handle/10665/376279/9789240083059-eng.pdf?sequence=1 ","FAS 48-JECFA 57/117","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/134","http://www.fao.org/ag/agn/jecfa-additives/search.html","4-ACETYLANISOLE; p-ACETYLANISOLE; 4-METHOXYACETOPHENONE; p-METHOXYACETOPHENONE; METHYL 4-METHOXYPHENYL KETONE",NA,"Flavouring AgentFLAVOURING_AGENT","2023","1-(4-METHOXYPHENYL)ETHANONE","810","570","2005","p-ACETYLANISOLE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/76","48"
"TRS 901-JECFA 55/56","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/221","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/176","http://www.fao.org/ag/agn/jecfa-additives/search.html","ACETYLATED CITRONELLAL; 1-METHYL-4-ISOPROPENYLCYCLOHEXAN-3-YL ACETATE",NA,"Flavouring AgentFLAVOURING_AGENT","2000","ISOPULEGYL ACETATE","756","2067","2965","ACETYLATED CITRONELLAL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/77","46"
""">TRS 1014-JECFA 86/65","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=77","FAS 17-JECFA 26/95","http://www.inchem.org/documents/jecfa/jecmono/v17je12.htm","FAO JECFA Monographs 22/53","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=64",NA,NA,"Food AdditivesEMULSIFIERSTABILIZERTHICKENER","2018","Acetylated distarch adipate",NA,NA,NA,"ACETYLATED DISTARCH ADIPATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/78","17"
"TRS 683-JECFA 26/29","http://apps.who.int/iris/bitstream/10665/41546/1/WHO_TRS_683.pdf","FAS 17-JECFA 26/102","http://www.inchem.org/documents/jecfa/jecmono/v17je13.htm","WITHDRAWN","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,NA,"Food AdditivesEMULSIFIERTHICKENER","1982","Acetylated distarch glycerol",NA,NA,NA,"ACETYLATED DISTARCH GLYCEROL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/79","17"
